noise_strength,eve_rate,qber_mean
0.0340,0.0675,0.065481
0.0340,0.0750,0.066587
0.0340,0.0825,0.074085
0.0340,0.0900,0.072598
0.0340,0.0975,0.081411
0.0340,0.1050,0.081143
0.0340,0.1125,0.082813
0.0340,0.1200,0.092271
0.0340,0.1275,0.094225
0.0340,0.1350,0.093962
0.0340,0.1425,0.095071
0.0340,0.1500,0.108957
0.0340,0.1575,0.107056
0.0340,0.1650,0.106237
0.0340,0.1725,0.111977
0.0340,0.1800,0.115608
0.0340,0.1875,0.109822
0.0340,0.1950,0.115724
0.0340,0.2025,0.125263
0.0340,0.2100,0.125101
0.0340,0.2175,0.134761
0.0340,0.2250,0.145978
0.0340,0.2325,0.143989
0.0340,0.2400,0.161212
0.0340,0.2475,0.155799
0.0340,0.2550,0.159540
0.0340,0.2625,0.163435
0.0340,0.2700,0.160218
0.0340,0.2775,0.167492
0.0340,0.2850,0.156313
0.0340,0.2925,0.159697
0.0340,0.3000,0.171943
0.0360,0.0000,0.033505
0.0360,0.0075,0.035763
0.0360,0.0150,0.042334
0.0360,0.0225,0.042389
0.0360,0.0300,0.045589
0.0360,0.0375,0.048346
0.0360,0.0450,0.057294
0.0360,0.0525,0.062131
0.0360,0.0600,0.058616
0.0360,0.0675,0.071987
0.0360,0.0750,0.059577
0.0360,0.0825,0.070411
0.0360,0.0900,0.079386
0.0360,0.0975,0.079122
0.0360,0.1050,0.086973
0.0360,0.1125,0.081510
0.0360,0.1200,0.096748
0.0360,0.1275,0.098664
0.0360,0.1350,0.091531
0.0360,0.1425,0.095700
0.0360,0.1500,0.097216
0.0360,0.1575,0.106762
0.0360,0.1650,0.107802
0.0360,0.1725,0.118942
0.0360,0.1800,0.114504
0.0360,0.1875,0.126622
0.0360,0.1950,0.126058
0.0360,0.2025,0.125414
0.0360,0.2100,0.122146
0.0360,0.2175,0.130962
0.0360,0.2250,0.145462
0.0360,0.2325,0.140738
0.0360,0.2400,0.151207
0.0360,0.2475,0.143425
0.0360,0.2550,0.154097
0.0360,0.2625,0.148416
0.0360,0.2700,0.158093
0.0360,0.2775,0.159801
0.0360,0.2850,0.158104
0.0360,0.2925,0.181118
0.0360,0.3000,0.173249
0.0380,0.0000,0.036452
0.0380,0.0075,0.043612
0.0380,0.0150,0.046909
0.0380,0.0225,0.045700
0.0380,0.0300,0.052223
0.0380,0.0375,0.051821
0.0380,0.0450,0.061014
0.0380,0.0525,0.059863
0.0380,0.0600,0.068832
0.0380,0.0675,0.071506
0.0380,0.0750,0.062144
0.0380,0.0825,0.080287
0.0380,0.0900,0.080939
0.0380,0.0975,0.087393
0.0380,0.1050,0.073934
0.0380,0.1125,0.079334
0.0380,0.1200,0.088946
0.0380,0.1275,0.092983
0.0380,0.1350,0.088804
0.0380,0.1425,0.109069
0.0380,0.1500,0.110433
0.0380,0.1575,0.107203
0.0380,0.1650,0.106742
0.0380,0.1725,0.105060
