noise_strength,eve_rate,qber_mean,iab_mean,iae_mean,skr_mean
0.1000,0.3900,0.138448,0.214517,0.291383,0.003990
0.1000,0.4050,0.149646,0.197439,0.303661,0.002506
0.1000,0.4200,0.143494,0.208577,0.301023,0.000000
0.1000,0.4350,0.144893,0.201314,0.295186,0.000319
0.1000,0.4500,0.157540,0.188831,0.316869,0.000000
0.1000,0.4650,0.140405,0.210003,0.294297,0.000168
0.1000,0.4800,0.162769,0.180684,0.315616,0.000000
0.1000,0.4950,0.159754,0.180683,0.309217,0.000000
0.1000,0.5100,0.161488,0.183216,0.318184,0.000000
0.1000,0.5250,0.173798,0.165613,0.325387,0.000000
0.1000,0.5400,0.167823,0.174031,0.323169,0.000000
0.1000,0.5550,0.178597,0.163162,0.339838,0.000000
0.1000,0.5700,0.179004,0.162930,0.337470,0.000000
0.1000,0.5850,0.180642,0.163080,0.345020,0.000000
0.1000,0.6000,0.178207,0.163833,0.337267,0.000000
0.1100,0.0000,0.054784,0.349120,0.153280,0.195839
0.1100,0.0150,0.054999,0.347243,0.153057,0.194185
0.1100,0.0300,0.055778,0.342103,0.152397,0.189706
0.1100,0.0450,0.063198,0.331889,0.168011,0.163877
0.1100,0.0600,0.081345,0.297049,0.201451,0.095599
0.1100,0.0750,0.068875,0.316284,0.177616,0.138669
0.1100,0.0900,0.078943,0.301556,0.197644,0.105247
